SCD;21NOV12
RowNr;RD;RA;CD;CA;AL;FNR;SNR;DEP;ARR;STD;DDC;STA;ADC;Mo;Tu;We;Th;Fr;Sa;So;ACtype;ACtypefullname;AG;AGfullname;Start_Op;End_Op
17285;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;27NOV12;04DEC12
17286;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0915;0;1005;0;;;;;;6;;734;Boeing737-400pax;O;Others;08DEC12;15DEC12
17287;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;1;;;;;;;735;Boeing737-500pax;O;Others;10DEC12;10DEC12
17288;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;;2;;;;;;73H;Boeing737-800(winglets)pax;O;Others;11DEC12;11DEC12
17289;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;1;;3;;;;;73U;Boeing737div.Typen;O;Others;12DEC12;19DEC12
17290;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;;;;4;;;;73O;Boeing737div.Typ.;O;Others;13DEC12;20DEC12
17291;EU;EU;NO;NO;SK;SK255;0;OSL;BGO;0905;0;0955;0;;2;;;;;;73W;Boeing737-div.;O;Others;18DEC12;18DEC12
17292;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;14NOV12;22NOV12
17293;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;;;;;5;;;73N;Boeing737div.Typ.;O;Others;16NOV12;23NOV12
17294;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;26NOV12;03DEC12
17295;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;30NOV12;30NOV12
17296;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;04DEC12;04DEC12
17297;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;;;3;;;;;734;Boeing737-400pax;O;Others;05DEC12;05DEC12
17298;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;06DEC12;20DEC12
17299;EU;EU;NO;NO;SK;SK257;0;OSL;BGO;1040;0;1130;0;;;3;4;5;;;73K;Boeing737div.Typen;O;Others;21DEC12;28DEC12
17300;EU;EU;NO;NO;SK;SK259;0;OSL;BGO;1130;0;1220;0;;;;;;6;;73I;Boeing737div.Typ.;O;Others;24NOV12;24NOV12
17301;EU;EU;NO;NO;SK;SK259;0;OSL;BGO;1130;0;1220;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;15DEC12
17302;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;1;2;3;4;;;;73N;Boeing737div.Typ.;O;Others;14NOV12;21NOV12
17303;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;1;;3;4;;;;73N;Boeing737div.Typ.;O;Others;22NOV12;06DEC12
17304;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;27NOV12;04DEC12
17305;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;1;;;;;;;735;Boeing737-500pax;O;Others;10DEC12;10DEC12
17306;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;;2;;;;;;73H;Boeing737-800(winglets)pax;O;Others;11DEC12;11DEC12
17307;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;1;;3;;;;;73U;Boeing737div.Typen;O;Others;12DEC12;19DEC12
17308;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;;;;4;;;;73O;Boeing737div.Typ.;O;Others;13DEC12;20DEC12
17309;EU;EU;NO;NO;SK;SK260;0;BGO;OSL;1020;0;1110;0;;2;;;;;;73W;Boeing737-div.;O;Others;18DEC12;18DEC12
17310;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;14NOV12;22NOV12
17311;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;;;;;5;;;73N;Boeing737div.Typ.;O;Others;16NOV12;23NOV12
17312;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;1;2;3;4;;;;73K;Boeing737div.Typen;O;Others;26NOV12;03DEC12
17313;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;30NOV12;30NOV12
17314;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;;2;;;;;;735;Boeing737-500pax;O;Others;04DEC12;04DEC12
17315;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;;;3;;;;;73N;Boeing737div.Typ.;O;Others;05DEC12;05DEC12
17316;EU;EU;NO;NO;SK;SK262;0;BGO;OSL;1155;0;1245;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;06DEC12;21DEC12
17317;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;3;;;;;734;Boeing737-400pax;O;Others;21NOV12;21NOV12
17318;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
17319;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;;5;;;73U;Boeing737div.Typen;O;Others;23NOV12;23NOV12
17320;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;;;;7;735;Boeing737-500pax;O;Others;25NOV12;02DEC12
17321;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;1;;;;;;;73T;Boeing737div.Typ.;O;Others;26NOV12;26NOV12
17322;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;2;3;;;;;73O;Boeing737div.Typ.;O;Others;27NOV12;28NOV12
17323;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;4;;;;73W;Boeing737-div.;O;Others;29NOV12;29NOV12
17324;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;;5;;;734;Boeing737-400pax;O;Others;30NOV12;30NOV12
17325;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;1;;;;;;;73W;Boeing737-div.;O;Others;03DEC12;10DEC12
17326;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;2;3;;;;7;73I;Boeing737div.Typ.;O;Others;04DEC12;09DEC12
17327;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;4;5;;;734;Boeing737-400pax;O;Others;06DEC12;07DEC12
17328;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;2;3;;;;;73O;Boeing737div.Typ.;O;Others;11DEC12;12DEC12
17329;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;4;5;;;734;Boeing737-400pax;O;Others;13DEC12;14DEC12
17330;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;;;;7;73I;Boeing737div.Typ.;O;Others;16DEC12;16DEC12
17331;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;1;2;;;;;;73W;Boeing737-div.;O;Others;17DEC12;18DEC12
17332;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;3;;;;;73O;Boeing737div.Typ.;O;Others;19DEC12;26DEC12
17333;EU;EU;NO;NO;SK;SK263;0;OSL;BGO;1240;0;1335;0;;;;4;5;;;734;Boeing737-400pax;O;Others;20DEC12;21DEC12
17334;EU;EU;NO;NO;SK;SK264;0;BGO;OSL;1120;0;1210;0;;;;;;;7;73O;Boeing737div.Typ.;O;Others;18NOV12;02DEC12
17335;EU;EU;NO;NO;SK;SK264;0;BGO;OSL;1120;0;1210;0;;;;;;;7;735;Boeing737-500pax;O;Others;09DEC12;16DEC12
17336;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1245;0;1335;0;;;;;;6;;73I;Boeing737div.Typ.;O;Others;24NOV12;24NOV12
17337;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1305;0;1355;0;;;;;;;7;73W;Boeing737-div.;O;Others;25NOV12;25NOV12
17338;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1245;0;1335;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
17339;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1305;0;1355;0;;;;;;;7;735;Boeing737-500pax;O;Others;02DEC12;02DEC12
17340;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1245;0;1335;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;15DEC12
17341;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1305;0;1355;0;;;;;;;7;734;Boeing737-400pax;O;Others;09DEC12;09DEC12
17342;EU;EU;NO;NO;SK;SK266;0;BGO;OSL;1305;0;1355;0;;;;;;;7;734;Boeing737-400pax;O;Others;16DEC12;23DEC12
17343;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1345;0;1435;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;14NOV12;22NOV12
17344;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1345;0;1435;0;;;;;5;;;73N;Boeing737div.Typ.;O;Others;23NOV12;23NOV12
17345;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1405;0;1455;0;;;;;;;7;73W;Boeing737-div.;O;Others;25NOV12;25NOV12
17346;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1345;0;1435;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;26NOV12;03DEC12
17347;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1405;0;1455;0;;;;;;;7;73I;Boeing737div.Typ.;O;Others;02DEC12;02DEC12
17348;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1345;0;1435;0;;2;;;;;;73W;Boeing737-div.;O;Others;04DEC12;04DEC12
17349;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1345;0;1435;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;05DEC12;21DEC12
17350;EU;EU;NO;NO;SK;SK267;0;OSL;BGO;1405;0;1455;0;;;;;;;7;73I;Boeing737div.Typ.;O;Others;09DEC12;16DEC12
17351;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;3;;;;;734;Boeing737-400pax;O;Others;21NOV12;21NOV12
17352;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
17353;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;;;5;;;73U;Boeing737div.Typen;O;Others;23NOV12;23NOV12
17354;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;1;;;;;;;73T;Boeing737div.Typ.;O;Others;26NOV12;26NOV12
17355;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;2;3;;;;;73O;Boeing737div.Typ.;O;Others;27NOV12;28NOV12
17356;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;;4;;;;73W;Boeing737-div.;O;Others;29NOV12;29NOV12
17357;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;3;4;5;;;734;Boeing737-400pax;O;Others;30NOV12;07DEC12
17358;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;1;;;;;;;73W;Boeing737-div.;O;Others;03DEC12;10DEC12
17359;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;04DEC12;04DEC12
17360;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;2;3;;;;;73O;Boeing737div.Typ.;O;Others;11DEC12;12DEC12
17361;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;;4;5;;;734;Boeing737-400pax;O;Others;13DEC12;14DEC12
17362;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;1;2;;;;;;73W;Boeing737-div.;O;Others;17DEC12;18DEC12
17363;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;3;;;;;73O;Boeing737div.Typ.;O;Others;19DEC12;26DEC12
17364;EU;EU;NO;NO;SK;SK268;0;BGO;OSL;1400;0;1450;0;;;;4;5;;;734;Boeing737-400pax;O;Others;20DEC12;21DEC12
17365;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;4;;;7;73W;Boeing737-div.;O;Others;15NOV12;22NOV12
17366;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;2;;;;6;7;73U;Boeing737div.Typen;O;Others;20NOV12;27NOV12
17367;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;3;;;;;73K;Boeing737div.Typen;O;Others;21NOV12;21NOV12
17368;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;5;;;73B;Boeing737-300pax;O;Others;23NOV12;23NOV12
17369;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;3;;;;;73T;Boeing737div.Typ.;O;Others;28NOV12;28NOV12
17370;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;4;;;;73W;Boeing737-div.;O;Others;29NOV12;29NOV12
17371;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;5;;;73O;Boeing737div.Typ.;O;Others;30NOV12;30NOV12
17372;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
17373;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;;;7;73W;Boeing737-div.;O;Others;02DEC12;02DEC12
17374;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;04DEC12;04DEC12
17375;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;3;;;;;734;Boeing737-400pax;O;Others;05DEC12;05DEC12
17376;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;4;;;7;73W;Boeing737-div.;O;Others;06DEC12;13DEC12
17377;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;07DEC12;07DEC12
17378;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;;6;;73I;Boeing737div.Typ.;O;Others;08DEC12;08DEC12
17379;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;2;;;;;;73C;Boeing737Advancedpax;O;Others;11DEC12;11DEC12
17380;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;3;;;;;73O;Boeing737div.Typ.;O;Others;12DEC12;12DEC12
17381;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;4;5;;7;73W;Boeing737-div.;O;Others;14DEC12;20DEC12
17382;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;15DEC12
17383;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;2;;;;;;73K;Boeing737div.Typen;O;Others;18DEC12;18DEC12
17384;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;3;;;;;73U;Boeing737div.Typen;O;Others;19DEC12;26DEC12
17385;EU;EU;NO;NO;SK;SK269;0;OSL;BGO;1445;0;1535;0;;;;;5;6;;73O;Boeing737div.Typ.;O;Others;21DEC12;22DEC12
17386;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;3;;5;;;73H;Boeing737-800(winglets)pax;O;Others;14NOV12;21NOV12
17387;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;;4;;;;73W;Boeing737-div.;O;Others;22NOV12;22NOV12
17388;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;;;5;;;73U;Boeing737div.Typen;O;Others;23NOV12;23NOV12
17389;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;1;;;;;;;73O;Boeing737div.Typ.;O;Others;26NOV12;03DEC12
17390;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;2;;;;;;73H;Boeing737-800(winglets)pax;O;Others;27NOV12;27NOV12
17391;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;3;4;;;;73N;Boeing737div.Typ.;O;Others;28NOV12;29NOV12
17392;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;;4;5;;;73N;Boeing737div.Typ.;O;Others;30NOV12;06DEC12
17393;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;04DEC12;04DEC12
17394;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;3;;;;;735;Boeing737-500pax;O;Others;05DEC12;05DEC12
17395;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;2;;;5;;;73U;Boeing737div.Typen;O;Others;07DEC12;14DEC12
17396;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;1;;;;;;;73T;Boeing737div.Typ.;O;Others;10DEC12;10DEC12
17397;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;3;;;;;73H;Boeing737-800(winglets)pax;O;Others;12DEC12;12DEC12
17398;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;;4;;;;73N;Boeing737div.Typ.;O;Others;13DEC12;13DEC12
17399;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;1;;;4;;;;73W;Boeing737-div.;O;Others;17DEC12;20DEC12
17400;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;2;3;;;;;73O;Boeing737div.Typ.;O;Others;18DEC12;19DEC12
17401;EU;EU;NO;NO;SK;SK271;0;OSL;BGO;1530;0;1620;0;;;;;5;;;73U;Boeing737div.Typen;O;Others;21DEC12;21DEC12
17402;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1500;0;1550;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;14NOV12;22NOV12
17403;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1500;0;1550;0;;;;;5;;;73N;Boeing737div.Typ.;O;Others;23NOV12;23NOV12
17404;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1520;0;1610;0;;;;;;;7;73W;Boeing737-div.;O;Others;25NOV12;25NOV12
17405;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1500;0;1550;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;26NOV12;03DEC12
17406;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1520;0;1610;0;;;;;;;7;73I;Boeing737div.Typ.;O;Others;02DEC12;02DEC12
17407;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1500;0;1550;0;;2;;;;;;73W;Boeing737-div.;O;Others;04DEC12;04DEC12
17408;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1500;0;1550;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;05DEC12;21DEC12
17409;EU;EU;NO;NO;SK;SK272;0;BGO;OSL;1520;0;1610;0;;;;;;;7;73I;Boeing737div.Typ.;O;Others;09DEC12;16DEC12
17410;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;14NOV12;22NOV12
17411;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;;2;;;5;;7;73N;Boeing737div.Typ.;O;Others;23NOV12;27NOV12
17412;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;1;;3;4;5;;;73K;Boeing737div.Typen;O;Others;26NOV12;30NOV12
17413;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;;;;;;;7;734;Boeing737-400pax;O;Others;02DEC12;02DEC12
17414;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;1;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;03DEC12;10DEC12
17415;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;;;;;;;7;73W;Boeing737-div.;O;Others;09DEC12;09DEC12
17416;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;;2;3;4;5;;;73K;Boeing737div.Typen;O;Others;11DEC12;21DEC12
17417;EU;EU;NO;NO;SK;SK273;0;OSL;BGO;1615;0;1705;0;;;;;;;7;73W;Boeing737-div.;O;Others;16DEC12;16DEC12
17418;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;4;;;7;73W;Boeing737-div.;O;Others;15NOV12;22NOV12
17419;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;2;;;;6;7;73U;Boeing737div.Typen;O;Others;20NOV12;27NOV12
17420;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;3;;;;;73K;Boeing737div.Typen;O;Others;21NOV12;21NOV12
17421;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;5;;;73B;Boeing737-300pax;O;Others;23NOV12;23NOV12
17422;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;3;;;;;73T;Boeing737div.Typ.;O;Others;28NOV12;28NOV12
17423;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;4;;;;73W;Boeing737-div.;O;Others;29NOV12;29NOV12
17424;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;5;;;73O;Boeing737div.Typ.;O;Others;30NOV12;30NOV12
17425;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;;6;;73I;Boeing737div.Typ.;O;Others;01DEC12;08DEC12
17426;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;;;7;73W;Boeing737-div.;O;Others;02DEC12;02DEC12
17427;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;2;;;;;;73U;Boeing737div.Typen;O;Others;04DEC12;04DEC12
17428;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;3;;;;;734;Boeing737-400pax;O;Others;05DEC12;05DEC12
17429;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;4;;;7;73W;Boeing737-div.;O;Others;06DEC12;13DEC12
17430;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;5;;;73H;Boeing737-800(winglets)pax;O;Others;07DEC12;07DEC12
17431;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;2;;;;;;73C;Boeing737Advancedpax;O;Others;11DEC12;11DEC12
17432;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;3;;;;;73O;Boeing737div.Typ.;O;Others;12DEC12;12DEC12
17433;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;4;5;;7;73W;Boeing737-div.;O;Others;14DEC12;20DEC12
17434;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;15DEC12
17435;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;2;;;;;;73K;Boeing737div.Typen;O;Others;18DEC12;18DEC12
17436;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;3;;;;;73U;Boeing737div.Typen;O;Others;19DEC12;26DEC12
17437;EU;EU;NO;NO;SK;SK274;0;BGO;OSL;1600;0;1650;0;;;;;5;6;;73O;Boeing737div.Typ.;O;Others;21DEC12;22DEC12
17438;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;3;;;;7;73O;Boeing737div.Typ.;O;Others;18NOV12;25NOV12
17439;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;2;;;;;;73N;Boeing737div.Typ.;O;Others;20NOV12;27NOV12
17440;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;4;;;;73H;Boeing737-800(winglets)pax;O;Others;22NOV12;22NOV12
17441;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;;5;;;735;Boeing737-500pax;O;Others;23NOV12;23NOV12
17442;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;;;6;;73I;Boeing737div.Typ.;O;Others;24NOV12;24NOV12
17443;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;1;;3;;;;;73K;Boeing737div.Typen;O;Others;26NOV12;28NOV12
17444;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;4;;;;73H;Boeing737-800(winglets)pax;O;Others;29NOV12;06DEC12
17445;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;1;;;;5;;;73W;Boeing737-div.;O;Others;30NOV12;03DEC12
17446;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
17447;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;;;;7;73O;Boeing737div.Typ.;O;Others;02DEC12;02DEC12
17448;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;2;3;;;;7;73O;Boeing737div.Typ.;O;Others;04DEC12;12DEC12
17449;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;;5;;;73T;Boeing737div.Typ.;O;Others;07DEC12;14DEC12
17450;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;15DEC12
17451;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;1;;;;;;;73H;Boeing737-800(winglets)pax;O;Others;10DEC12;10DEC12
17452;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;;;4;;;7;73O;Boeing737div.Typ.;O;Others;13DEC12;16DEC12
17453;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;1;;;4;;6;;735;Boeing737-500pax;O;Others;17DEC12;22DEC12
17454;EU;EU;NO;NO;SK;SK277;0;OSL;BGO;1700;0;1750;0;;2;;;;;;73T;Boeing737div.Typ.;O;Others;18DEC12;18DEC12
