SCD;21NOV12
RowNr;RD;RA;CD;CA;AL;FNR;SNR;DEP;ARR;STD;DDC;STA;ADC;Mo;Tu;We;Th;Fr;Sa;So;ACtype;ACtypefullname;AG;AGfullname;Start_Op;End_Op
8806;EU;EU;DE;GB;LH;LH3380;0;DUS;LHR;0710;0;0735;0;;;;;;;7;CR9;CanadairRegionalJet900;O;Others;09DEC12;09DEC12
8807;EU;EU;DE;GB;LH;LH3380;0;DUS;LHR;0705;0;0730;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;29DEC12
8808;EU;EU;DE;GB;LH;LH3380;0;DUS;LHR;0710;0;0735;0;;;;;;;7;735;Boeing737-500pax;O;Others;16DEC12;23DEC12
8809;EU;EU;DE;GB;LH;LH3380;0;DUS;LHR;0705;0;0730;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;01DEC12
8810;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0810;0;1030;0;;;;;5;;;733;Boeing737-300pax;O;Others;16NOV12;28DEC12
8811;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0810;0;1030;0;;;;;;6;;733;Boeing737-300pax;O;Others;17NOV12;24NOV12
8812;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0815;0;1035;0;;;;;;;7;733;Boeing737-300pax;O;Others;18NOV12;25NOV12
8813;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0810;0;1030;0;1;2;3;4;;;;733;Boeing737-300pax;O;Others;19NOV12;20DEC12
8814;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0810;0;1030;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;08DEC12
8815;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0815;0;1035;0;;;;;;;7;735;Boeing737-500pax;O;Others;02DEC12;02DEC12
8816;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0815;0;1035;0;;;;;;;7;CR9;CanadairRegionalJet900;O;Others;09DEC12;09DEC12
8817;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0810;0;1030;0;;;;;;6;;735;Boeing737-500pax;O;Others;15DEC12;29DEC12
8818;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0815;0;1035;0;;;;;;;7;735;Boeing737-500pax;O;Others;16DEC12;23DEC12
8819;EU;EU;GB;DE;LH;LH3381;0;LHR;DUS;0810;0;1030;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;01DEC12
8820;EU;EU;DE;GB;LH;LH3382;0;DUS;LHR;1105;0;1130;0;;;3;;;;;733;Boeing737-300pax;O;Others;21NOV12;19DEC12
8821;EU;EU;DE;GB;LH;LH3382;0;DUS;LHR;1135;0;1200;0;1;;;4;;;;733;Boeing737-300pax;O;Others;22NOV12;17DEC12
8822;EU;EU;DE;GB;LH;LH3382;0;DUS;LHR;1135;0;1200;0;;2;;;5;;;733;Boeing737-300pax;O;Others;09NOV12;07DEC12
8823;EU;EU;DE;GB;LH;LH3382;0;DUS;LHR;1135;0;1200;0;;2;;4;5;;;733;Boeing737-300pax;O;Others;14DEC12;21DEC12
8824;EU;EU;GB;DE;LH;LH3383;0;LHR;DUS;1210;0;1430;0;;;3;;;;;733;Boeing737-300pax;O;Others;21NOV12;19DEC12
8825;EU;EU;GB;DE;LH;LH3383;0;LHR;DUS;1240;0;1500;0;;2;;4;5;;;733;Boeing737-300pax;O;Others;09NOV12;07DEC12
8826;EU;EU;GB;DE;LH;LH3383;0;LHR;DUS;1240;0;1500;0;1;;;;;;;733;Boeing737-300pax;O;Others;26NOV12;17DEC12
8827;EU;EU;GB;DE;LH;LH3383;0;LHR;DUS;1240;0;1500;0;;2;;4;5;;;733;Boeing737-300pax;O;Others;13DEC12;21DEC12
8828;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;;;;4;5;;7;735;Boeing737-500pax;O;Others;23NOV12;23DEC12
8829;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;;;;;;6;;735;Boeing737-500pax;O;Others;17NOV12;24NOV12
8830;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;1;2;3;;;;;735;Boeing737-500pax;O;Others;19NOV12;17DEC12
8831;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;08DEC12;08DEC12
8832;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;15DEC12;15DEC12
8833;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
8834;EU;EU;DE;GB;LH;LH3384;0;DUS;LHR;1650;0;1715;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
8835;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;;;;4;5;;7;735;Boeing737-500pax;O;Others;23NOV12;23DEC12
8836;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;;;;;;6;;735;Boeing737-500pax;O;Others;17NOV12;24NOV12
8837;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;1;2;3;;;;;735;Boeing737-500pax;O;Others;19NOV12;17DEC12
8838;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;08DEC12;08DEC12
8839;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;15DEC12;15DEC12
8840;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
8841;EU;EU;GB;DE;LH;LH3385;0;LHR;DUS;1805;0;2025;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;01DEC12
8842;EU;EU;DE;GB;LH;LH3386;0;DUS;LHR;1830;0;1855;0;1;2;3;4;5;;7;733;Boeing737-300pax;O;Others;09NOV12;21DEC12
8843;EU;EU;GB;DE;LH;LH3387;0;LHR;DUS;1935;0;2155;0;1;2;3;4;5;;7;733;Boeing737-300pax;O;Others;09NOV12;21DEC12
8844;EU;EU;DE;GB;LH;LH3388;0;DUS;LHR;2055;0;2120;0;1;2;3;;;;7;735;Boeing737-500pax;O;Others;25NOV12;19DEC12
8845;EU;EU;DE;GB;LH;LH3388;0;DUS;LHR;2055;0;2120;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
8846;EU;EU;DE;GB;LH;LH3388;0;DUS;LHR;2055;0;2120;0;;;;4;5;;;735;Boeing737-500pax;O;Others;29NOV12;21DEC12
8847;EU;EU;DE;GB;LH;LH3388;0;DUS;LHR;2055;0;2120;0;;;3;;;;;733;Boeing737-300pax;O;Others;21NOV12;21NOV12
8848;EU;EU;DE;GB;LH;LH3388;0;DUS;LHR;2055;0;2120;0;;;;;5;;;733;Boeing737-300pax;O;Others;23NOV12;23NOV12
8849;EU;EU;GB;DE;LH;LH3389;0;LHR;DUS;0640;0;0900;0;;;3;;;;;735;Boeing737-500pax;O;Others;21NOV12;21NOV12
8850;EU;EU;GB;DE;LH;LH3389;0;LHR;DUS;0640;0;0900;0;1;2;3;4;;;;735;Boeing737-500pax;O;Others;26NOV12;20DEC12
8851;EU;EU;GB;DE;LH;LH3389;0;LHR;DUS;0705;0;0925;0;;;;;;6;;735;Boeing737-500pax;O;Others;01DEC12;22DEC12
8852;EU;EU;GB;DE;LH;LH3389;0;LHR;DUS;0640;0;0900;0;;;;;5;;;735;Boeing737-500pax;O;Others;09NOV12;21DEC12
8853;EU;EU;GB;DE;LH;LH3389;0;LHR;DUS;0640;0;0900;0;;;;4;;;;733;Boeing737-300pax;O;Others;22NOV12;22NOV12
8854;EU;EU;GB;DE;LH;LH3389;0;LHR;DUS;0705;0;0925;0;;;;;;6;;733;Boeing737-300pax;O;Others;24NOV12;24NOV12
8855;EU;EU;DE;GB;LH;LH3390;0;HAM;LHR;0725;0;0805;0;;2;3;4;5;6;;733;Boeing737-300pax;O;Others;16NOV12;30NOV12
8856;EU;EU;DE;GB;LH;LH3390;0;HAM;LHR;0725;0;0805;0;1;;;;;;;733;Boeing737-300pax;O;Others;19NOV12;25MAR13
8857;EU;EU;DE;GB;LH;LH3390;0;HAM;LHR;0725;0;0805;0;;2;3;4;5;6;;733;Boeing737-300pax;O;Others;04DEC12;21DEC12
8858;EU;EU;DE;GB;LH;LH3390;0;HAM;LHR;0725;0;0805;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;01DEC12
8859;EU;EU;GB;DE;LH;LH3391;0;LHR;HAM;0845;0;1120;0;;2;3;4;5;6;;733;Boeing737-300pax;O;Others;16NOV12;30NOV12
8860;EU;EU;GB;DE;LH;LH3391;0;LHR;HAM;0845;0;1120;0;1;;;;;;;733;Boeing737-300pax;O;Others;19NOV12;25MAR13
8861;EU;EU;GB;DE;LH;LH3391;0;LHR;HAM;0845;0;1120;0;;2;3;4;5;6;;733;Boeing737-300pax;O;Others;04DEC12;21DEC12
8862;EU;EU;GB;DE;LH;LH3391;0;LHR;HAM;0845;0;1120;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;01DEC12
8863;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;1;2;3;4;5;;;733;Boeing737-300pax;O;Others;16NOV12;21DEC12
8864;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;;;;;;6;;733;Boeing737-300pax;O;Others;17NOV12;24NOV12
8865;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;;;;;;;7;733;Boeing737-300pax;O;Others;18NOV12;09DEC12
8866;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;08DEC12
8867;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;;;;;;6;;733;Boeing737-300pax;O;Others;15DEC12;15DEC12
8868;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;;;;;;;7;CR9;CanadairRegionalJet900;O;Others;16DEC12;16DEC12
8869;EU;EU;DE;GB;LH;LH3392;0;HAM;LHR;1330;0;1410;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;01DEC12
8870;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;1;2;3;4;5;;;733;Boeing737-300pax;O;Others;16NOV12;21DEC12
8871;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;;;;;;6;;733;Boeing737-300pax;O;Others;17NOV12;24NOV12
8872;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;;;;;;;7;733;Boeing737-300pax;O;Others;18NOV12;09DEC12
8873;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;;;;;;6;;735;Boeing737-500pax;O;Others;08DEC12;08DEC12
8874;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;;;;;;6;;733;Boeing737-300pax;O;Others;15DEC12;15DEC12
8875;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;;;;;;;7;CR9;CanadairRegionalJet900;O;Others;16DEC12;16DEC12
8876;EU;EU;GB;DE;LH;LH3393;0;LHR;HAM;1450;0;1725;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;01DEC12
8877;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;;;;;5;;7;733;Boeing737-300pax;O;Others;28OCT12;28DEC12
8878;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;1;2;;;;;;733;Boeing737-300pax;O;Others;26NOV12;27NOV12
8879;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;1;2;3;4;;;;733;Boeing737-300pax;O;Others;03DEC12;20DEC12
8880;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;;;3;;;;;735;Boeing737-500pax;O;Others;21NOV12;21NOV12
8881;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
8882;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;;;3;;;;;735;Boeing737-500pax;O;Others;28NOV12;28NOV12
8883;EU;EU;DE;GB;LH;LH3394;0;HAM;LHR;1800;0;1840;0;;;;4;;;;735;Boeing737-500pax;O;Others;29NOV12;29NOV12
8884;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;;;;;5;;7;733;Boeing737-300pax;O;Others;28OCT12;28DEC12
8885;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;1;2;;;;;;733;Boeing737-300pax;O;Others;26NOV12;27NOV12
8886;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;1;2;3;4;;;;733;Boeing737-300pax;O;Others;03DEC12;20DEC12
8887;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;;;3;;;;;735;Boeing737-500pax;O;Others;21NOV12;21NOV12
8888;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;;;;4;;;;735;Boeing737-500pax;O;Others;22NOV12;22NOV12
8889;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;;;3;;;;;735;Boeing737-500pax;O;Others;28NOV12;28NOV12
8890;EU;EU;GB;DE;LH;LH3395;0;LHR;HAM;1920;0;2155;0;;;;4;;;;735;Boeing737-500pax;O;Others;29NOV12;29NOV12
8891;EU;EU;DE;GB;LH;LH3398;0;TXL;LHR;1035;0;1130;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;17NOV12;24NOV12
8892;EU;EU;DE;GB;LH;LH3398;0;TXL;LHR;1105;0;1200;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;18NOV12;30DEC12
8893;EU;EU;DE;GB;LH;LH3398;0;TXL;LHR;1035;0;1130;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;08DEC12
8894;EU;EU;DE;GB;LH;LH3398;0;TXL;LHR;1035;0;1130;0;;;;;;6;;733;Boeing737-300pax;O;Others;15DEC12;15DEC12
8895;EU;EU;GB;DE;LH;LH3399;0;LHR;TXL;1210;0;1500;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;17NOV12;24NOV12
8896;EU;EU;GB;DE;LH;LH3399;0;LHR;TXL;1240;0;1530;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;18NOV12;30DEC12
8897;EU;EU;GB;DE;LH;LH3399;0;LHR;TXL;1210;0;1500;0;;;;;;6;;733;Boeing737-300pax;O;Others;01DEC12;08DEC12
8898;EU;EU;GB;DE;LH;LH3399;0;LHR;TXL;1210;0;1500;0;;;;;;6;;733;Boeing737-300pax;O;Others;15DEC12;15DEC12
8899;EU;EU;DE;GB;LH;LH3416;0;TXL;MAN;1350;0;1445;0;;;;;;;7;31H;AirbusA319;O;Others;11NOV12;09DEC12
8900;EU;EU;DE;GB;LH;LH3416;0;TXL;MAN;1200;0;1255;0;1;2;3;4;5;;;31H;AirbusA319;O;Others;12NOV12;21DEC12
8901;EU;EU;DE;GB;LH;LH3416;0;TXL;MAN;1135;0;1230;0;;;;;;6;;31H;AirbusA319;O;Others;17NOV12;15DEC12
8902;EU;EU;DE;GB;LH;LH3416;0;TXL;MAN;1200;0;1255;0;;;;;;;7;31H;AirbusA319;O;Others;16DEC12;23DEC12
8903;EU;EU;GB;DE;LH;LH3417;0;MAN;TXL;1525;0;1820;0;;;;;;;7;31H;AirbusA319;O;Others;11NOV12;09DEC12
8904;EU;EU;GB;DE;LH;LH3417;0;MAN;TXL;1335;0;1630;0;1;2;3;4;;;;31H;AirbusA319;O;Others;15NOV12;19DEC12
8905;EU;EU;GB;DE;LH;LH3417;0;MAN;TXL;1335;0;1630;0;;;;;5;;;31H;AirbusA319;O;Others;16NOV12;23NOV12
8906;EU;EU;GB;DE;LH;LH3417;0;MAN;TXL;1315;0;1610;0;;;;;;6;;31H;AirbusA319;O;Others;17NOV12;15DEC12
8907;EU;EU;GB;DE;LH;LH3417;0;MAN;TXL;1335;0;1630;0;;;;;5;;;31H;AirbusA319;O;Others;30NOV12;14DEC12
8908;EU;EU;GB;DE;LH;LH3417;0;MAN;TXL;1335;0;1630;0;;;;4;5;;7;31H;AirbusA319;O;Others;16DEC12;21DEC12
8909;EU;EU;DE;GB;LH;LH3420;0;TXL;BHX;1700;0;1755;0;1;2;;;5;;;31H;AirbusA319;O;Others;06NOV12;21DEC12
8910;EU;EU;DE;GB;LH;LH3420;0;TXL;BHX;1700;0;1755;0;;;3;4;;6;;31H;AirbusA319;O;Others;08NOV12;05JAN13
8911;EU;EU;DE;GB;LH;LH3420;0;TXL;BHX;1700;0;1755;0;;;;;;;7;31H;AirbusA319;O;Others;11NOV12;16DEC12
8912;EU;EU;GB;DE;LH;LH3421;0;BHX;TXL;1835;0;2125;0;1;2;;;5;;;31H;AirbusA319;O;Others;06NOV12;21DEC12
8913;EU;EU;GB;DE;LH;LH3421;0;BHX;TXL;1835;0;2125;0;;;3;4;;6;;31H;AirbusA319;O;Others;08NOV12;05JAN13
8914;EU;EU;GB;DE;LH;LH3421;0;BHX;TXL;1835;0;2125;0;;;;;;;7;31H;AirbusA319;O;Others;11NOV12;16DEC12
8915;EU;EU;DE;GB;LH;LH3428;0;DUS;MAN;0720;0;0750;0;1;;;;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;04FEB13
8916;EU;EU;DE;GB;LH;LH3428;0;DUS;MAN;0720;0;0750;0;;2;3;;;;;CR9;CanadairRegionalJet900;O;Others;30OCT12;19DEC12
8917;EU;EU;DE;GB;LH;LH3428;0;DUS;MAN;0830;0;0900;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;03NOV12;05JAN13
8918;EU;EU;DE;GB;LH;LH3428;0;DUS;MAN;0720;0;0750;0;;;;4;5;;;CR9;CanadairRegionalJet900;O;Others;08NOV12;29MAR13
8919;EU;EU;GB;DE;LH;LH3429;0;MAN;DUS;0825;0;1050;0;1;;;;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;04FEB13
8920;EU;EU;GB;DE;LH;LH3429;0;MAN;DUS;0825;0;1050;0;;2;3;;;;;CR9;CanadairRegionalJet900;O;Others;30OCT12;19DEC12
8921;EU;EU;GB;DE;LH;LH3429;0;MAN;DUS;0935;0;1200;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;03NOV12;05JAN13
8922;EU;EU;GB;DE;LH;LH3429;0;MAN;DUS;0825;0;1050;0;;;;4;5;;;CR9;CanadairRegionalJet900;O;Others;08NOV12;29MAR13
8923;EU;EU;DE;GB;LH;LH3430;0;DUS;MAN;1530;0;1600;0;1;2;;;;;;CR9;CanadairRegionalJet900;O;Others;05NOV12;18DEC12
8924;EU;EU;DE;GB;LH;LH3430;0;DUS;MAN;1530;0;1600;0;;;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;07NOV12;30NOV12
8925;EU;EU;DE;GB;LH;LH3430;0;DUS;MAN;1530;0;1600;0;;;3;;;;;733;Boeing737-300pax;O;Others;05DEC12;05DEC12
8926;EU;EU;DE;GB;LH;LH3430;0;DUS;MAN;1530;0;1600;0;;;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;06DEC12;29MAR13
8927;EU;EU;GB;DE;LH;LH3431;0;MAN;DUS;1635;0;1900;0;1;2;;;;;;CR9;CanadairRegionalJet900;O;Others;05NOV12;18DEC12
8928;EU;EU;GB;DE;LH;LH3431;0;MAN;DUS;1635;0;1900;0;;;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;07NOV12;30NOV12
8929;EU;EU;GB;DE;LH;LH3431;0;MAN;DUS;1635;0;1900;0;;;3;;;;;733;Boeing737-300pax;O;Others;05DEC12;05DEC12
8930;EU;EU;GB;DE;LH;LH3431;0;MAN;DUS;1635;0;1900;0;;;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;06DEC12;29MAR13
8931;EU;EU;DE;GB;LH;LH3432;0;DUS;MAN;1225;0;1255;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;11NOV12;30NOV12
8932;EU;EU;GB;DE;LH;LH3433;0;MAN;DUS;1330;0;1555;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;11NOV12;30NOV12
8933;EU;EU;DE;GB;LH;LH3434;0;DUS;MAN;1850;0;1920;0;1;2;;;;;7;CR9;CanadairRegionalJet900;O;Others;04NOV12;23DEC12
8934;EU;EU;DE;GB;LH;LH3434;0;DUS;MAN;1845;0;1915;0;;;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;31OCT12;21DEC12
8935;EU;EU;GB;DE;LH;LH3435;0;MAN;DUS;1955;0;2220;0;1;;;;;;7;CR9;CanadairRegionalJet900;O;Others;28OCT12;23DEC12
8936;EU;EU;GB;DE;LH;LH3435;0;MAN;DUS;1955;0;2220;0;;2;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;31OCT12;21DEC12
8937;EU;EU;DE;GB;LH;LH3436;0;HAM;MAN;0655;0;0730;0;1;;;;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;17DEC12
8938;EU;EU;DE;GB;LH;LH3436;0;HAM;MAN;0655;0;0730;0;;2;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;30OCT12;14DEC12
8939;EU;EU;DE;GB;LH;LH3436;0;HAM;MAN;0830;0;0905;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;03NOV12;05JAN13
8940;EU;EU;DE;GB;LH;LH3436;0;HAM;MAN;0655;0;0730;0;1;;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;19DEC12;24DEC12
8941;EU;EU;GB;DE;LH;LH3437;0;MAN;HAM;0805;0;1040;0;1;;;4;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;31DEC12
8942;EU;EU;GB;DE;LH;LH3437;0;MAN;HAM;0805;0;1040;0;;2;3;;5;;;CR9;CanadairRegionalJet900;O;Others;30OCT12;14DEC12
8943;EU;EU;GB;DE;LH;LH3437;0;MAN;HAM;0940;0;1215;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;03NOV12;05JAN13
8944;EU;EU;GB;DE;LH;LH3437;0;MAN;HAM;0805;0;1040;0;;;3;;5;;;CR9;CanadairRegionalJet900;O;Others;19DEC12;21DEC12
8945;EU;EU;DE;GB;LH;LH3438;0;HAM;MAN;1815;0;1850;0;;;;;;;7;CR9;CanadairRegionalJet900;O;Others;11NOV12;06JAN13
8946;EU;EU;DE;GB;LH;LH3438;0;HAM;MAN;1815;0;1850;0;1;2;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;21DEC12
8947;EU;EU;GB;DE;LH;LH3439;0;MAN;HAM;1925;0;2200;0;;;;;;;7;CR9;CanadairRegionalJet900;O;Others;11NOV12;06JAN13
8948;EU;EU;GB;DE;LH;LH3439;0;MAN;HAM;1925;0;2200;0;1;2;3;4;5;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;21DEC12
8949;EU;EU;DE;GB;LH;LH3442;0;DUS;BHX;0720;0;0740;0;1;2;3;;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;19DEC12
8950;EU;EU;DE;GB;LH;LH3442;0;DUS;BHX;0720;0;0740;0;;;;4;5;;;CR9;CanadairRegionalJet900;O;Others;02NOV12;21DEC12
8951;EU;EU;DE;GB;LH;LH3442;0;DUS;BHX;0720;0;0740;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;03NOV12;05JAN13
8952;EU;EU;GB;DE;LH;LH3443;0;BHX;DUS;0815;0;1035;0;1;2;3;;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;19DEC12
8953;EU;EU;GB;DE;LH;LH3443;0;BHX;DUS;0815;0;1035;0;;;;4;5;;;CR9;CanadairRegionalJet900;O;Others;02NOV12;21DEC12
8954;EU;EU;GB;DE;LH;LH3443;0;BHX;DUS;0815;0;1035;0;;;;;;6;;CR9;CanadairRegionalJet900;O;Others;03NOV12;05JAN13
8955;EU;EU;DE;GB;LH;LH3446;0;DUS;BHX;1430;0;1450;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;21NOV12;23DEC12
8956;EU;EU;GB;DE;LH;LH3447;0;BHX;DUS;1525;0;1745;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;21NOV12;23DEC12
8957;EU;EU;DE;GB;LH;LH3448;0;DUS;BHX;1820;0;1840;0;1;2;;4;5;;7;CR9;CanadairRegionalJet900;O;Others;22NOV12;23DEC12
8958;EU;EU;DE;GB;LH;LH3448;0;DUS;BHX;1820;0;1840;0;;;3;;;;;CR9;CanadairRegionalJet900;O;Others;31OCT12;26DEC12
8959;EU;EU;GB;DE;LH;LH3449;0;BHX;DUS;1915;0;2135;0;1;2;;4;5;;7;CR9;CanadairRegionalJet900;O;Others;22NOV12;23DEC12
8960;EU;EU;GB;DE;LH;LH3449;0;BHX;DUS;1915;0;2135;0;;;3;;;;;CR9;CanadairRegionalJet900;O;Others;31OCT12;26DEC12
8961;EU;EU;DE;GB;LH;LH3452;0;HAM;BHX;1325;0;1410;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;29OCT12;11DEC12
8962;EU;EU;DE;GB;LH;LH3452;0;HAM;BHX;1325;0;1410;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;13DEC12;23DEC12
8963;EU;EU;GB;DE;LH;LH3453;0;BHX;HAM;1445;0;1725;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;29OCT12;11DEC12
8964;EU;EU;GB;DE;LH;LH3453;0;BHX;HAM;1445;0;1725;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;13DEC12;23DEC12
8965;EU;EU;DE;GB;LH;LH3456;0;DUS;NCL;1455;0;1520;0;;;3;;;;7;CR9;CanadairRegionalJet900;O;Others;28OCT12;27MAR13
8966;EU;EU;DE;GB;LH;LH3456;0;DUS;NCL;1455;0;1520;0;1;2;;;;;;CR9;CanadairRegionalJet900;O;Others;29OCT12;18DEC12
8967;EU;EU;DE;GB;LH;LH3456;0;DUS;NCL;1450;0;1515;0;;;;4;;;;CR9;CanadairRegionalJet900;O;Others;01NOV12;03JAN13
8968;EU;EU;DE;GB;LH;LH3456;0;DUS;NCL;1450;0;1515;0;;;;;5;;;CR9;CanadairRegionalJet900;O;Others;02NOV12;21DEC12
8969;EU;EU;GB;DE;LH;LH3457;0;NCL;DUS;1555;0;1815;0;;;3;;;;7;CR9;CanadairRegionalJet900;O;Others;28OCT12;27MAR13
8970;EU;EU;GB;DE;LH;LH3457;0;NCL;DUS;1550;0;1810;0;;;;4;;;;CR9;CanadairRegionalJet900;O;Others;01NOV12;03JAN13
8971;EU;EU;GB;DE;LH;LH3457;0;NCL;DUS;1550;0;1810;0;;;;;5;;;CR9;CanadairRegionalJet900;O;Others;02NOV12;21DEC12
8972;EU;EU;GB;DE;LH;LH3457;0;NCL;DUS;1555;0;1815;0;1;2;;;;;;CR9;CanadairRegionalJet900;O;Others;06NOV12;18DEC12
8973;EU;AF;DE;MA;LH;LH3476;0;DUS;RAK;1125;0;1410;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;03NOV12;30MAR13
